timestamp,pdf_id,pdf_nombre,A_humano,B_humano,C_humano,D_humano,notas,A_ia,B_ia,C_ia,veredicto_ia,revisor
2026-04-30T15:16:06.501Z,211,02022_Brazilian_Journal_of_Nephrolog_2025.pdf,1,1,1,FF con reconocimiento,Cohorte prospectiva unicentrica de COVID-19 critico con AKI; declara limites de generalizacion y mantiene conclusion clinica amplia.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:06.714Z,212,02024_Brazilian_Journal_of_Nephrolog_2025.pdf,1,1,1,FF con reconocimiento,Encuesta a nefrologos con muestreo no probabilistico/snowball; reconoce representatividad regional limitada y concluye sobre MR en Brasil.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:06.861Z,213,02029_Brazilian_Journal_of_Nephrolog_2025.pdf,1,0,1,FF clasica,Estudio prospectivo pequeno de biomarcadores en CABG; infiere asociacion del procedimiento con cambios biologicos sin limitacion clara.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:07.010Z,214,02038_Brazilian_Neurosurgery_2022.pdf,0,0,0,Sin falla relevante,"Serie retrospectiva de tumores en un centro, con descripcion del perfil atendido; no hay extrapolacion fuerte fuera del servicio.",1,1,0,Sin falla relevante,codex_gpt
2026-04-30T15:16:07.171Z,215,02039_Brazilian_Neurosurgery_2022.pdf,1,1,0,Debilidad importante,Serie retrospectiva pediatrica pequena sobre VPS por residentes; explora factores y resultados sin convertirlos en inferencia poblacional fuerte.,1,1,0,Debilidad importante,codex_gpt
2026-04-30T15:16:07.334Z,216,02041_Cogitare_Enfermagem_2026.pdf,1,0,0,Debilidad importante,"Evaluacion documental/descriptiva de libretas de gestantes; muestra institucional incompleta, pero conclusiones principalmente descriptivas.",1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:07.538Z,217,02042_Cogitare_Enfermagem_2025.pdf,1,0,0,Debilidad importante,Registros retrospectivos de STEMI/PCI de hospital; estima mortalidad y asociaciones del servicio sin extrapolacion poblacional fuerte.,1,0,0,Debilidad importante,codex_gpt
2026-04-30T15:16:07.715Z,218,02046_Cogitare_Enfermagem_2025.pdf,1,1,1,FF con reconocimiento,Muestra de conveniencia en un hospital de emergencia; reconoce limite de generalizacion y recomienda programas/protocolos en servicios.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:07.865Z,219,02047_Cogitare_Enfermagem_2025.pdf,0,0,0,Sin falla relevante,Cuasi-experimento con seleccion aleatoria simple desde elegibles; no se observa falla A&C relevante.,0,1,0,Sin falla relevante,codex_gpt
2026-04-30T15:16:08.017Z,220,02048_Cogitare_Enfermagem_2025.pdf,1,1,1,FF con reconocimiento,Muestreo snowball con poblacion trans via ONG; reconoce la estrategia de captacion y concluye sobre barreras institucionales amplias.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:08.183Z,221,02049_Cogitare_Enfermagem_2025.pdf,1,1,0,Debilidad importante,Corte transversal de profesionales de enfermeria con limite de generalizacion reconocido; conclusiones se mantienen en asociaciones descriptivas.,1,1,0,Debilidad importante,codex_gpt
2026-04-30T15:16:08.334Z,222,02053_ColunaColumna_2025.pdf,1,1,0,Debilidad importante,Cohorte retrospectiva de 47 pacientes de columna; compara costo-efectividad por edad con alcance principalmente del grupo tratado.,1,1,0,Debilidad importante,codex_gpt
2026-04-30T15:16:08.594Z,223,02055_ColunaColumna_2024.pdf,1,0,0,Debilidad importante,Serie retrospectiva de 404 cirugias AIS para clasificacion; muestra hospitalaria pero conclusion no fuerza extrapolacion poblacional.,1,0,0,Debilidad importante,codex_gpt
2026-04-30T15:16:08.757Z,224,02056_ColunaColumna_2023.pdf,1,1,1,FF con reconocimiento,Encuesta voluntaria no aleatorizada de 95 cirujanos de columna; concluye alta prevalencia en cirujanos de columna.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:08.910Z,225,02057_ColunaColumna_2023.pdf,1,0,0,Debilidad importante,Serie retrospectiva de 41 lesionados medulares; resultados no significativos y conclusion acotada al seguimiento clinico.,1,1,0,Debilidad importante,codex_gpt
2026-04-30T15:16:09.062Z,226,02058_ColunaColumna_2023.pdf,1,1,1,FF con reconocimiento,"Cohorte historica unicentrica; reconoce tamano pequeno, sesgo retrospectivo y falta de generalizacion, pero formula pronostico clinico amplio.",1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:09.214Z,227,02059_ColunaColumna_2023.pdf,1,1,1,FF con reconocimiento,Encuesta retrospectiva con respuesta parcial tras discectomia; reconoce limites y aun deriva orientaciones para practica deportiva.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:09.358Z,228,02061_Dental_Press_Journal_of_Orthod_2026.pdf,0,0,0,Sin falla relevante,"Ensayo in vivo con asignacion aleatorizada de grupos; la pregunta es experimental, no de inferencia poblacional por muestra no probabilistica.",1,0,0,Debilidad importante,codex_gpt
2026-04-30T15:16:09.522Z,229,02062_Dental_Press_Journal_of_Orthod_2025.pdf,1,1,1,FF con reconocimiento,Estudio longitudinal de pacientes ortodonticos de programa/consulta; reconoce restricciones y concluye diferencias entre alineadores y brackets.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:09.661Z,230,02063_Dental_Press_Journal_of_Orthod_2024.pdf,1,0,1,FF clasica,Caso-control prospectivo pequeno de pacientes CLP; concluye mejora estetica por lip filling con muestra clinica no probabilistica.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:09.850Z,231,02065_Dental_Press_Journal_of_Orthod_2024.pdf,1,1,1,FF con reconocimiento,Cohorte prospectiva pequena de pacientes pediatricos odontologicos; reconoce caracter preliminar y aun infiere efecto de perdida prematura.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:10.108Z,232,02066_Dental_Press_Journal_of_Orthod_2024.pdf,1,1,1,FF con reconocimiento,Estudio transversal de casos ortodonticos aprobados por junta; reconoce restricciones de muestra y generaliza errores/prediccion.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:10.538Z,233,02067_Dental_Press_Journal_of_Orthod_2024.pdf,0,0,0,Sin falla relevante,Ensayo cruzado aleatorizado con calculo muestral; inferencia principal es experimental interna.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:10.707Z,234,02069_Dental_Press_Journal_of_Orthod_2024.pdf,1,0,1,FF clasica,Estudio transversal con ortodoncistas que evaluan casos; muestra profesional no probabilistica y conclusiones sobre decisiones terapeuticas.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:10.861Z,235,02070_Dental_Press_Journal_of_Orthod_2023.pdf,1,0,0,Debilidad importante,"Comparacion retrospectiva pareada de 42 pacientes; sugiere menor reabsorcion con LIPUS, pero el alcance queda relativamente clinico-local.",1,0,0,Debilidad importante,codex_gpt
2026-04-30T15:16:11.051Z,236,02071_HSJ_2025.pdf,1,1,1,FF con reconocimiento,Encuesta transversal digital en estudiantes de una universidad; reconoce ausencia de causalidad/seguimiento y recomienda estrategias institucionales.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:11.198Z,237,02072_HSJ_2025.pdf,0,0,0,No evaluable,Protocolo de ensayo clinico sin resultados empiricos observados; no permite auditar A&C en conclusiones de resultados.,1,0,0,Debilidad importante,codex_gpt
2026-04-30T15:16:11.386Z,238,02077_HSJ_2025.pdf,0,0,0,Sin falla relevante,"Analisis retrospectivo de registros de pruebas virales del laboratorio; funciona como serie/censo de registros, sin sobreinferencia muestral clara.",1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:11.540Z,239,02079_HSJ_2025.pdf,1,1,1,FF con reconocimiento,Muestra de conveniencia de insuficiencia cardiaca y controles; reconoce limitaciones y concluye diferencias de actividad frente a sanos.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:11.680Z,240,02080_HSJ_2025.pdf,1,1,1,FF con reconocimiento,Estudio prospectivo no aleatorizado de tecnicas BSSO; reconoce sesgos por sexo/edad/genioplastia y concluye recuperacion sensorial superior.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:11.831Z,241,02081_Infarma_Pharmaceutical_Science_2025.pdf,1,1,0,Debilidad importante,"Notificaciones espontaneas de RAM en hospital de ensenanza; reconoce subnotificacion/clasificacion, con conclusion institucional acotada.",1,1,0,Debilidad importante,codex_gpt
2026-04-30T15:16:11.971Z,242,02082_Infarma_Pharmaceutical_Science_2025.pdf,1,0,1,FF clasica,Intervencion educativa en 123 pacientes hipertensos de servicio; compara grupos y recomienda uso de folder sin limite de generalizacion claro.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:12.109Z,243,02086_Infarma_Pharmaceutical_Science_2024.pdf,1,0,1,FF clasica,Analisis retrospectivo/cualitativo con participantes sobre azitromicina en pandemia; infiere uso significativo y necesidad educativa sin cautela muestral.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:12.307Z,244,02105_Jornal_Vascular_Brasileiro_2024.pdf,1,1,0,Debilidad importante,Registro multicentrico consecutivo de cinco hospitales; reconoce limitaciones del registro y las conclusiones se centran en diferencias observadas.,1,1,0,Debilidad importante,codex_gpt
2026-04-30T15:16:12.450Z,245,02111_Journal_of_the_Foot_Ankle_2026.pdf,1,0,1,FF clasica,Encuesta electronica a corredores de asesorias/grupos; identifica predictores y recomienda prevencion para corredores brasilenos sin reconocimiento visible.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:13.522Z,246,02112_Journal_of_the_Foot_Ankle_2026.pdf,1,0,1,FF clasica,Retrospectivo longitudinal de 35 pacientes en hospital de referencia; asocia complicaciones con clasificacion AO/OTA y resultados funcionales.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:13.728Z,247,02118_Journal_of_the_Foot_Ankle_2026.pdf,1,0,1,FF clasica,Cohorte retrospectiva TriNetX con PSM; base amplia pero no probabilistica y concluye mayor riesgo de fallo por artrodesis.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:13.869Z,248,02122_Medicina_Veterinária_2025.pdf,1,1,1,FF con reconocimiento,Estudio retrospectivo de solo 10 carcaras de vida libre; reconoce tamano pequeno y propone valores de referencia diagnosticos.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:14.042Z,249,02123_Medicina_Veterinária_2025.pdf,1,1,1,FF con reconocimiento,Duplicado aparente del estudio de carcaras; misma muestra pequena y reconocimiento de limitaciones antes de proponer referencia radiografica.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:14.196Z,250,02124_Medicina_Veterinária_2025.pdf,1,0,0,Debilidad importante,"Estudio en 89 vacas de tres granjas; compara grupos con pruebas estadisticas, pero conclusion se limita a hallazgos diagnosticos observados.",1,0,0,Debilidad importante,codex_gpt
2026-04-30T15:16:14.344Z,251,02129_Medicina_Veterinária_2025.pdf,1,0,1,FF clasica,Prevalencia serologica en comunidades especificas; extrapola riesgo/prevalencia sin reconocimiento visible de muestreo.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:14.477Z,252,02132_O_Mundo_da_Saúde_2025.pdf,1,1,0,Debilidad importante,Muestras vegetales de zonas seleccionadas; reconoce alcance descriptivo y no fuerza inferencia poblacional.,1,1,0,Debilidad importante,codex_gpt
2026-04-30T15:16:14.715Z,253,02133_O_Mundo_da_Saúde_2025.pdf,1,1,1,FF con reconocimiento,Serie retrospectiva secuencial post-COVID; reconoce limitaciones y concluye deterioro funcional en la poblacion estudiada.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:14.854Z,254,02134_O_Mundo_da_Saúde_2025.pdf,1,1,1,FF con reconocimiento,Encuesta online de conveniencia a universitarios; reconoce sesgos de representacion y asocia actividad fisica con autopercepcion de salud.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:16.033Z,255,02135_O_Mundo_da_Saúde_2024.pdf,1,1,0,Sin falla relevante,Muestra por conveniencia de adultos mayores; reconoce que no permite extrapolar y concluye acotado al grupo estudiado.,1,1,0,Sin falla relevante,codex_gpt
2026-04-30T15:16:16.238Z,256,02138_O_Mundo_da_Saúde_2024.pdf,0,0,0,Sin falla relevante,"Ensayo fase II doble ciego controlado con placebo; inferencia experimental interna, sin falla A&C de muestreo poblacional.",1,1,0,Sin falla relevante,codex_gpt
2026-04-30T15:16:16.390Z,257,02140_O_Mundo_da_Saúde_2023.pdf,1,0,1,FF clasica,Encuesta virtual transversal a trabajadores remotos; concluye impacto de pandemia y uso de PICS con alcance amplio sin cautela muestral clara.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:16.539Z,258,02142_PAJAR_-_Pan_American_Journal_o_2025.pdf,1,1,1,FF con reconocimiento,Muestra por conveniencia de 62 mayores; reconoce limitaciones y concluye influencia del miedo a caer en desempeno funcional.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:16.706Z,259,02143_PAJAR_-_Pan_American_Journal_o_2024.pdf,1,0,1,FF clasica,Estudio transversal de 61 conductores mayores; deriva conclusiones generales sobre conduccion y bienestar sin limite muestral claro.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:16.947Z,260,02145_PAJAR_-_Pan_American_Journal_o_2024.pdf,1,0,0,Debilidad importante,Prontuarios de clinica-escuela; reconoce datos autorreferidos y conclusion principalmente sobre necesidad de pesquisa geriatrica.,1,0,0,Debilidad importante,codex_gpt
2026-04-30T15:16:17.097Z,261,02146_PAJAR_-_Pan_American_Journal_o_2024.pdf,1,0,1,FF clasica,Muestra clinica de primer atendimento psiquiatrico; usa asociaciones y concluye relevancia clinica general de contratransferencia.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:17.284Z,262,02147_PAJAR_-_Pan_American_Journal_o_2024.pdf,1,0,1,FF clasica,Prontuarios de hospital de media complejidad; estima prevalencias y riesgos en mayores hospitalizados con alcance amplio.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:18.251Z,263,02148_PAJAR_-_Pan_American_Journal_o_2024.pdf,1,1,1,FF con reconocimiento,Entrevistas a 171 mayores con espacio amostral limitado reconocido; concluye agravamiento de salud mental y habitos durante pandemia.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:18.400Z,264,02150_PAJAR_-_Pan_American_Journal_o_2023.pdf,1,1,0,Debilidad importante,Caso-control de adultos mayores pareados; reconoce predominio femenino/baja escolaridad y no encuentra diferencias significativas.,1,1,0,Debilidad importante,codex_gpt
2026-04-30T15:16:18.541Z,265,02151_Pesquisa_Brasileira_em_Odontop_2026.pdf,1,1,1,FF con reconocimiento,Cuestionario online a dentistas/estudiantes; muestra voluntaria y conclusiones sobre decisiones restauradoras en Brasil.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:18.695Z,266,02152_Pesquisa_Brasileira_em_Odontop_2026.pdf,1,1,1,FF con reconocimiento,Estudio ecologico con datos secundarios; reconoce sesgos ecologicos/calidad de datos y concluye baja resolucion municipal.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:18.838Z,267,02155_Pesquisa_Brasileira_em_Odontop_2025.pdf,1,1,0,Debilidad importante,"Cuasi-experimento educativo; reconoce falta de aleatorizacion completa y limita generalizacion, con conclusion de mejora de conocimiento.",1,1,0,Debilidad importante,codex_gpt
2026-04-30T15:16:18.990Z,268,02159_Pesquisa_Brasileira_em_Odontop_2025.pdf,1,0,1,FF clasica,Analisis retrospectivo pequeno de 35 ninos en UCI; concluye que cavidad oral sirve como reservorio respiratorio sin cautela visible.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:19.137Z,269,02160_Pesquisa_Brasileira_em_Odontop_2025.pdf,1,1,1,FF con reconocimiento,Corte transversal de 55 ninos autistas en una asociacion; concluye necesidad de programas preventivos para ninos y padres.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:19.295Z,270,02165_RGO_Revista_Gaúcha_de_Odontolo_2025.pdf,1,1,1,FF con reconocimiento,"Muestra clinica de ninos obesos; reconoce ausencia de grupo control y recomienda estudios mayores, aunque concluye sobre maloclusion.",1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:19.449Z,271,02168_RGO_Revista_Gaúcha_de_Odontolo_2024.pdf,1,0,1,FF clasica,Encuesta a 37 dentistas de una ciudad; infiere comprension profesional de desafios post-oncologicos sin cautela muestral.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:19.649Z,272,02172_Rasbran_2025.pdf,1,1,1,FF con reconocimiento,"Encuesta online a beneficiarios de transferencia de renta; reconoce baja participacion y barreras digitales, pero concluye sobre SAN.",1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:19.992Z,273,02175_Rasbran_2023.pdf,1,1,0,Debilidad importante,Experimento observacional con solo cuatro ninos; advierte necesidad de mas estudios y mantiene conclusion preliminar.,1,1,0,Debilidad importante,codex_gpt
2026-04-30T15:16:20.161Z,274,02179_Rasbran_2023.pdf,1,1,1,FF con reconocimiento,"Cohorte prospectiva en dos hospitales; reconoce heterogeneidad y mediciones no padronizadas, pero infiere riesgo de estancia/muerte.",1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:20.308Z,275,02180_Rasbran_2023.pdf,1,1,1,FF con reconocimiento,Retrospectivo de 60 pacientes COVID en UCI unica; reconoce sesgo de seleccion/muestra limitada y concluye utilidad pronostica.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:20.452Z,276,02185_Revista_Bioética_2025.pdf,1,1,1,FF con reconocimiento,Encuesta a discentes de medicina de una universidad; reconoce limites y concluye necesidad formativa en comunicacion de malas noticias.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:20.626Z,277,02188_Revista_Bioética_2025.pdf,1,0,0,Debilidad importante,Encuesta exploratoria a medicos de hospital oncologico; conclusiones se restringen a percepciones y conducta institucional.,1,0,0,Debilidad importante,codex_gpt
2026-04-30T15:16:20.800Z,278,02191_Revista_Contexto_Saúde_2026.pdf,1,0,1,FF clasica,Estudio retrospectivo de gestantes con HIV; compara metodos y concluye insuficiente adherencia/riesgo de transmision sin cautela muestral clara.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:20.947Z,279,02195_Revista_Contexto_Saúde_2026.pdf,0,0,0,Sin falla relevante,"Estudio cualitativo con 17 personas con lesion medular; conclusiones se formulan como experiencias de participantes, no inferencia estadistica.",1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:21.120Z,280,02197_Revista_Contexto_Saúde_2026.pdf,1,0,1,FF clasica,Conveniencia de madres en unidades/escuelas; asocia factores sociodemograficos con CAP y recomienda politicas educativas amplias.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:21.512Z,281,02199_Revista_Contexto_Saúde_2025.pdf,0,0,0,Sin falla relevante,Estudio cualitativo sobre clima etico hospitalario; no hay inferencia estadistica poblacional A&C.,1,0,0,Sin falla relevante,codex_gpt
2026-04-30T15:16:21.685Z,282,02204_Revista_Enfermagem_UERJ_2025.pdf,1,0,1,FF clasica,Prontuarios retrospectivos de gestantes con sepsis; concluye contribucion del sistema de alerta/protocolos sin reconocimiento visible.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:21.845Z,283,02210_Revista_Enfermagem_UERJ_2021.pdf,1,1,1,FF con reconocimiento,Muestra no probabilistica de 31 madres en una unidad neonatal; reconoce generalizacion limitada y recomienda educacion permanente.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:21.993Z,284,02215_Revista_Gaúcha_de_Enfermagem_2025.pdf,1,0,0,Debilidad importante,"Pesquisa-accion municipal local; resultados orientan construccion del nucleo, sin extrapolacion inferencial fuerte.",1,0,0,Debilidad importante,codex_gpt
2026-04-30T15:16:22.187Z,285,02220_Revista_Gaúcha_de_Enfermagem_2025.pdf,1,1,1,FF con reconocimiento,Evaluacion de usabilidad con pocos usuarios directos; reconoce falta de participacion de publico objetivo y concluye utilidad de plataforma.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:22.546Z,286,02225_Revista_Iberoamericana_de_Ciru_2024.pdf,1,0,1,FF clasica,Retrospectivo unicentrico de 81 fracturas; concluye superioridad/beneficios de tecnica MIPO sin cautela de seleccion.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:22.728Z,287,02231_Revista_Paulista_de_Pediatria_2026.pdf,1,1,1,FF con reconocimiento,"Corte transversal en escuelas publicas; reconoce autorreporte, causalidad y generalizacion limitada, pero concluye factores asociados en adolescentes.",0,0,0,Sin falla relevante,codex_gpt
2026-04-30T15:16:22.894Z,288,02232_Revista_Paulista_de_Pediatria_2025.pdf,1,1,1,FF con reconocimiento,Cohorte prospectiva de prematuros de hospital universitario; reconoce limitaciones y concluye determinantes del crecimiento.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:23.103Z,289,02233_Revista_Paulista_de_Pediatria_2025.pdf,1,1,1,FF con reconocimiento,Encuesta transversal de familias SMA reclutadas; conclusiones sobre percepcion paciente/cuidador con muestra de participantes elegibles.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:23.291Z,290,02235_Revista_Paulista_de_Pediatria_2024.pdf,1,1,1,FF con reconocimiento,Corte transversal escolar con tiempo de pantalla autorreportado; concluye asociacion con sintomas psicologicos en adolescentes.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:23.445Z,291,02236_Revista_Paulista_de_Pediatria_2024.pdf,1,1,0,Debilidad importante,Revision retrospectiva de intentos suicidas en dos emergencias; reconoce no causalidad/subregistro y conclusion comparativa acotada.,1,1,0,Debilidad importante,codex_gpt
2026-04-30T15:16:23.676Z,292,02240_Revista_Paulista_de_Pediatria_2024.pdf,1,1,1,FF con reconocimiento,Corte transversal en hospital terciario; reconoce concentracion regional y concluye religiosidad asociada a menor uso de alcohol.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:24.130Z,293,02241_Revista_da_Faculdade_de_Odonto_2025.pdf,1,1,1,FF con reconocimiento,Dentistas captados en redes sociales; reconoce limitacion de busqueda/seleccion y concluye necesidad de protocolos.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:24.307Z,294,02248_Revista_da_Faculdade_de_Odonto_2021.pdf,1,1,1,FF con reconocimiento,Muestra no probabilistica de hemodialisis; reconoce falta de validez externa/control y concluye factores asociados a edentulismo.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:24.465Z,295,02251_Revista_de_Enfermagem_da_UFPI_2026.pdf,1,1,1,FF con reconocimiento,Datos secundarios SINAN; reconoce limites de vigilancia/servicios y concluye factores sociodemograficos-clinicos de dengue grave.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:24.926Z,296,02256_Revista_de_Enfermagem_da_UFPI_2025.pdf,1,1,1,FF con reconocimiento,"Muestra pequena de una escuela; reconoce no generalizacion y autorreporte, pero recomienda programas preventivos escolares.",1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:25.065Z,297,02262_Revista_de_Saúde_Pública_2024.pdf,0,0,0,Sin falla relevante,"Articulo metodologico sobre poblaciones de dificil acceso; el foco es estrategia de reclutamiento, no extrapolacion inferencial de resultados.",1,1,0,Sin falla relevante,codex_gpt
2026-04-30T15:16:25.220Z,298,02268_Revista_de_Saúde_Pública_2020.pdf,1,1,1,FF con reconocimiento,Cohorte RPS con perdidas de seguimiento reconocidas; concluye determinantes tempranos de masa libre de grasa.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:25.382Z,299,02269_Revista_de_Saúde_Pública_2019.pdf,1,1,1,FF con reconocimiento,"Corte transversal en APS de una ciudad; reconoce respuesta/refusos y alcance local, pero concluye diferencias de cultura de seguridad.",1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:25.640Z,300,02270_Revista_de_Saúde_Pública_2017.pdf,1,1,1,FF con reconocimiento,RDS en 10 ciudades; reconoce controversias/agregacion/no representatividad y concluye alta discriminacion en HSH de Brasil.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:25.795Z,301,02271_Saberes_Plurais_2025.pdf,1,0,1,FF clasica,Muestra intencional de 68 participantes en experiencias rurales seleccionadas; concluye necesidad de incentivar atributos APS en territorios.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:25.964Z,302,02278_Saberes_Plurais_2025.pdf,1,1,0,Debilidad importante,Muestra reducida de 20 mayores de proyecto UNAMI; reconoce sesgo/tamano y conclusion acotada a participantes.,1,1,0,Debilidad importante,codex_gpt
2026-04-30T15:16:27.568Z,303,02282_Vigilância_Sanitária_em_Debate_2025.pdf,1,0,1,FF clasica,Encuesta transversal a trabajadores de 14 puestos; concluye efectos de baja informacion y vulnerabilidad laboral sin cautela muestral.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:27.729Z,304,02283_Vigilância_Sanitária_em_Debate_2024.pdf,1,0,0,Debilidad importante,Estudio transversal de salas de vacuna en distrito; conclusion local sobre inadecuaciones y gestion de riesgos.,1,0,0,Debilidad importante,codex_gpt
2026-04-30T15:16:27.953Z,305,02288_Vigilância_Sanitária_em_Debate_2023.pdf,1,0,0,Debilidad importante,"Evaluacion antes-despues de curso de buenas practicas; conclusion pedagogica descriptiva segun escolaridad, sin extrapolacion fuerte.",1,0,0,Debilidad importante,codex_gpt
2026-04-30T15:16:28.116Z,306,02290_Vigilância_Sanitária_em_Debate_2021.pdf,1,1,0,Debilidad importante,Serie longitudinal retrospectiva institucional de reacciones transfusionales; evalua practica local y gravedad por unidad.,1,1,0,Debilidad importante,codex_gpt
2026-04-30T15:16:28.371Z,307,02311_Revista_Chilena_de_Enfermería_2025.pdf,1,1,1,FF con reconocimiento,Estudio hospitalario con ventana temporal limitada reconocida; concluye eventos adversos por cateter y orienta prevencion.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:28.559Z,308,02313_Revista_Chilena_de_Enfermería_2024.pdf,1,0,1,FF clasica,Corte transversal de 107 pacientes de hemodialisis de un hospital; concluye buena calidad de vida/autocuidado sin cautela visible.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:28.720Z,309,02316_Revista_Chilena_de_Enfermería_2024.pdf,1,0,1,FF clasica,Analisis documental de 160 trabajos estudiantiles; propone intervencion pedagogica extensible a otras poblaciones sin cautela suficiente.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:28.867Z,310,02319_Revista_Chilena_de_Enfermería_2024.pdf,1,1,0,Debilidad importante,Muestreo no probabilistico de 56 estudiantes; reconoce limitada generalizacion y conclusion sobre relacion academica local.,1,1,0,Debilidad importante,codex_gpt
2026-04-30T15:16:29.015Z,311,02320_Revista_Chilena_de_Enfermería_2024.pdf,1,0,1,FF clasica,Muestra por conveniencia de 102 universitarios; concluye estres como desencadenante/agravante de ansiedad sin reconocimiento visible.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:16:29.189Z,312,02325_Revista_Chilena_de_Salud_Públi_2025.pdf,1,1,1,FF con reconocimiento,Muestras de agua y evaluacion deterministica de riesgo; reconoce incertidumbre metodologica y concluye riesgo sanitario amplio.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:16:29.459Z,313,02327_Revista_Chilena_de_Salud_Públi_2025.pdf,1,0,0,Debilidad importante,Analisis de causas judiciales sobre Nusinersen; no es muestreo poblacional clasico y conclusiones se centran en eficiencia del proceso.,1,0,0,Debilidad importante,codex_gpt
2026-04-30T15:16:29.616Z,314,02329_Revista_Chilena_de_Salud_Públi_2025.pdf,1,1,0,Debilidad importante,"Estudio transversal prospectivo de 112 trabajadores; estima prevalencia/factores, pero conclusion se mantiene clinico-descriptiva.",1,1,0,Debilidad importante,codex_gpt
