archivo,titulo,anio,A,evidencia_A,B,evidencia_B,C,evidencia_C,D,confianza
02210_Revista_Enfermagem_UERJ_2021.pdf,Direitos protetivos à prática do aleitamento materno de mães de recém-nascidos prematuros,2021,Sí,"""amostra não probabilística... conforme a disponibilidade materna""",Sí,"""limitações do estudo foram relacionadas ao uso da amostragem não probabilística""",Sí,"""necessidade de investir em ações de educação permanente... sobre a promoção... do prematuro""",Falla fuerte con reconocimiento,Alta
02215_Revista_Gaúcha_de_Enfermagem_2025.pdf,Collective construction of a Continuing Health Education Center,2025,Sí,"""Sampling was non-probabilistic""",Sí,"""Although limited to one municipality""",Sí,"""strategy for transforming health practices in the Unified Health System""",Falla fuerte con reconocimiento,Alta
02220_Revista_Gaúcha_de_Enfermagem_2025.pdf,Usability of the ConectAPS-CRIE platform for management of special immunobiologicals,2025,Sí,"""purposive, non-probabilistic sample""",Sí,"""evaluation involved only one PHC unit... small number of professionals""",Sí,"""excellent average usability... platform can improve workflows""",Falla fuerte con reconocimiento,Alta
02058_ColunaColumna_2023.pdf,PYOGENIC SPONDYLODISCITIS: RISK FACTORS FOR THERAPEUTIC FAILURE AND RECURRENCE,2023,Sí,"""Initially, all patients with infectious spondylodiscitis attending in the period of the study were selected from the hospital files""",Sí,"""as a single-center study... clinical features may not be generalizable to other regions""",Sí,"""our data indicate that, in a Brazilian setting, PS is associated with significant morbidity""",Falla fuerte con reconocimiento,Alta
02059_ColunaColumna_2023.pdf,SPORTS PRACTICE AFTER LUMBAR DISCECTOMY IN NON-PROFESSIONAL ATHLETES: A CROSS-SECTIONAL STUDY,2023,Sí,"""A cross-sectional study was performed using a convenience sample""",Sí,"""The small number of participants is a limitation of the study""",Sí,"""core strengthening should be encouraged and recommended to all non-professional athletes""",Falla fuerte con reconocimiento,Alta
02061_Dental_Press_Journal_of_Orthod_2026.pdf,Evaluation and comparison of antimicrobial property of chitosan nanoparticles on nickel-titanium archwires: an in vivo study,2026,Sí,"""Thirty patients undergoing orthodontic treatment who had given consent were selected""",Sí,"""Further research with larger sample sizes... is needed to confirm the safety and efficacy""",Sí,"""Orthodontic archwires coated with nanochitosan demonstrated significantly greater antimicrobial activity""",Falla fuerte con reconocimiento,Alta
02062_Dental_Press_Journal_of_Orthod_2025.pdf,Oral health-related quality of life and pain perception among adult patients treated with clear aligners: a longitudinal prospective study,2025,Sí,"""These patients were consecutively assigned to two groups""",Sí,"""the limitations discussed earlier should be considered, and the results should be interpreted with caution, and not generalized""",Sí,"""In the early stages of OT, the CAT group demonstrated improvements in QoL... while the FCBT group showed a decrease""",Falla fuerte con reconocimiento,Alta
02063_Dental_Press_Journal_of_Orthod_2024.pdf,Evaluation of facial pleasantness in patients with complete and unilateral cleft lip and palate rehabilitated and submitted to orofacial harmonization,2024,Sí,"""individuals with complete and unilateral cleft lip and palate... treated at the Hospital... or in a private practice""",Sí,"""We consider this fact to be a limitation of the study""",Sí,"""The filling of the middle third... increased the pleasantness of the face in the opinion of laypeople with cleft lip and palate""",Falla fuerte con reconocimiento,Alta
02065_Dental_Press_Journal_of_Orthod_2024.pdf,Occlusion development after premature loss of deciduous anterior teeth: preliminary results of a 24-month prospective cohort study,2024,Sí,"""a non-probabilistic sample was adopted""",Sí,"""Taking into account the limitations of a small sample size""",Sí,"""The results suggest that the premature loss of deciduous anterior teeth does not affect the perimeter""",Falla fuerte con reconocimiento,Alta
02066_Dental_Press_Journal_of_Orthod_2024.pdf,Orthodontic finishing errors detected in board-approved cases: common types and prediction,2024,Sí,"""survey collected retrospective data from the clinical phase of BBO examinations""",Sí,"""One methodological limitation... is its retrospective design""",Sí,"""Orthodontic finishing errors are inevitable, even in well-finished board-approved cases""",Falla fuerte con reconocimiento,Alta
02067_Dental_Press_Journal_of_Orthod_2024.pdf,Periodontal indexes of two types of 3 x 3 retainers: 0.032-in SS V-loop versus 0.0215-in SS coaxial — a randomized crossover trial,2023,Sí,"""15 patients were enrolled in this study who used both retainers""",Sí,"""six months of observation may not be sufficient to understand the impact""",Sí,"""V-Loop retainer showed higher PI... higher bonding failure rate and less comfortable""",Falla fuerte con reconocimiento,Alta
02069_Dental_Press_Journal_of_Orthod_2024.pdf,Tomographic diagnosis of alveolar bone coverage impact in orthodontic planning: cross-sectional study,2024,Sí,"""Brazilian orthodontists recruited from September 2017 to September 2019 via Google Forms questionnaires""",Sí,"""One limitation of this study was that the participants had no chance to examine the patient""",Sí,"""The evaluation of bone coverage through CBCT images has a substantial impact on... the Brazilian orthodontists""",Falla fuerte con reconocimiento,Alta
02070_Dental_Press_Journal_of_Orthod_2023.pdf,Impact of low intensity pulsed ultrasound on volumetric root resorption of maxillary incisors in patients treated with clear aligner therapy: A retrospective study,2023,Sí,"""evaluated pretreatment... and post-treatment... images of 42 adult patients... treated... by the same orthodontist (TE)""",Sí,"""Due to the retrospective nature of the study... potential biases that could result from the patient’s own decision on the group allocation""",Sí,"""LIPUS group showed less volumetric root resorption compared to control group""",Falla fuerte con reconocimiento,Alta
02071_HSJ_2025.pdf,The influence of stress on academic performance and sleep quality: a cross-sectional study with university students,2025,Sí,"""digital questionnaire distributed through Google Forms... disseminated through multiple channels: prior to the start of classes... academic groups""",Sí,"""sample was limited to students from a single institution, which may restrict the generalizability""",Sí,"""Stress significantly affects university students’ well-being... high prevalence of stress may lead to long-term consequences""",Falla fuerte con reconocimiento,Alta
02072_HSJ_2025.pdf,Effect of polidocanol foam sclerotherapy for the treatment of venous ulcers: a randomized clinical trial protocol,2025,No,"""This will be a randomized... clinical trial... Participants will be randomly selected... through Randomizer""",Sí,"""Single-center exploratory clinical trial... low-quality evidence suggests that compression stockings are effective""",No,"""Sin evidencia""",No evaluable,Alta
02077_HSJ_2025.pdf,"Circulation pattern of influenza A/B virus and Respiratory Syncytial Virus (RSV) in Fortaleza, Ceará, after the SARS-CoV-2 pandemic",2025,Sí,"""survey of data from the laboratory’s clinical databases... participating individuals are clients of a local private laboratory""",Sí,"""data come from a single city... payment for the diagnostic test... contributed to the less heterogeneous population sample""",Sí,"""revealing the reestablishment of the seasonality and incidence of influenza A/B virus and RSV for the first time after the COVID-19 pandemic""",Falla fuerte con reconocimiento,Alta
02079_HSJ_2025.pdf,Physical inactivity and sedentary behavior profiles in individuals with heart failure: comparison with healthy subjects and determinant factors,2025,Sí,"""A convenience sample comprised individuals with HF... healthy adults... recruited from the community through social media""",Sí,"""Potential limitations... small size and convenience nature of the sample... hinder the generalizability""",Sí,"""Individuals with HF are 60%-70% less active than matched controls, and even more markedly on weekends""",Falla fuerte con reconocimiento,Alta
02080_HSJ_2025.pdf,Traditional bilateral sagittal split osteotomy versus short variant on the sensory recovery of the chin and lower lip,2025,Sí,"""Patients who were indicated for jaw... surgery... were selected""",Sí,"""limitations, such as the possible influence of sex and age... future studies, with a broader BSSO sample, are required""",Sí,"""the modified (short) BSSO provides a faster sensitivity recovery, and it is also considered a simpler and less traumatic approach""",Falla fuerte con reconocimiento,Alta
02081_Infarma_Pharmaceutical_Science_2025.pdf,Análise das reações adversas notificadas espontaneamente por farmacêuticos em um hospital de ensino do Ceará,2025,Sí,"""coletadas informações sobre RAM notificadas por farmacêuticos ao Núcleo de Segurança do paciente""",Sí,"""Um dos principais fatores limitantes do estudo foi a subnotificação""",Sí,"""as RAM mais notificadas foram prurido, parestesia e rash cutâneo... contribuindo para o aumento da segurança do paciente""",Falla fuerte con reconocimiento,Alta
02082_Infarma_Pharmaceutical_Science_2025.pdf,Folder Educativo como Ferramenta de Incremento de Medidas Válidas de Pressão Arterial da MAPA,2025,Sí,"""Estudo de intervenção aberto, realizado nos serviços de cardiologia de hospitais, público e privado""",No,"""Sin evidencia""",Sí,"""uso do folder favoreceu maior número de leituras válidas... com potencial para ser utilizado na prática assistencial""",Falla fuerte clásica,Media
02086_Infarma_Pharmaceutical_Science_2024.pdf,Uso profilático e farmacoterapêutico da Azitromicina durante a pandemia da Covid-19 e seus riscos à saúde,2024,Sí,"""coleta de questionários aplicados de maneira on-line... dentre os voluntários 63,2 % foram mulheres""",No,"""Sin evidencia""",Sí,"""utilização inconsequente de antibióticos e a automedicação trazem riscos para a saúde individual e coletiva""",Falla fuerte clásica,Alta
02105_Jornal_Vascular_Brasileiro_2024.pdf,Estudo transversal multicêntrico comparando o gênero no reparo endovascular de aneurismas de aorta abdominal infrarrenal,2024,Sí,"""Todos os casos do Registro foram incluídos de forma consecutiva""",Sí,"""indicações cirúrgicas e critérios ficaram ao escrutínio de cada equipe isoladamente, o que pode ter ocasionado um viés de seleção""",Sí,"""Nas mulheres, o diâmetro aneurismático foi menor e as complicações obstrutivas foram mais frequentes""",Falla fuerte con reconocimiento,Alta
02111_Journal_of_the_Foot_Ankle_2026.pdf,Epidemiological analysis of stress fractures in runners,2026,Sí,"""including 230 runners linked to sports advisory services... collection took place electronically... disseminated to groups of amateur runners""",No,"""Sin evidencia""",Sí,"""Stress fractures in Brazilian runners have a multifactorial character... findings reinforce the need for integrated preventive strategies""",Falla fuerte clásica,Alta
02112_Journal_of_the_Foot_Ankle_2026.pdf,Epidemiological study and clinical-functional evaluation of patients undergoing surgical treatment of tibial pilon fractures,2025,Sí,"""Retrospective and descriptive study based on the analysis of 35 patients diagnosed with tibial pilon fracture""",No,"""Sin evidencia""",Sí,"""The epidemiology of TPFs reinforces their predominance among males aged 25-50 years""",Falla fuerte clásica,Alta
02118_Journal_of_the_Foot_Ankle_2026.pdf,Implant failure after ankle arthrodesis versus total ankle arthroplasty: a matched-cohort study,2026,No,"""data used in this study were acquired from TriNetX, a global federated health research network""",Sí,"""Although PSM achieved adequate balance for most baseline covariates, small residual imbalances remained""",Sí,"""Hazard ratios (HRs) with 95% CI were reported... Statistical significance was defined as a two-sided p-value < 0.05""",Sin falla relevante,Alta
02122_Medicina_Veterinária_2025.pdf,Análise radiográfica quantitativa da silhueta cardíaca de carcarás (Caracara plancus) clinicamente saudáveis de vida livre,2025,Sí,"""estudo retrospectivo com base nos dados registrados nos atendimentos clínicos de animais pelo Centro de Triagem""",Sí,"""Este estudo apresenta algumas limitações. O número de carcarás avaliados radiograficamente foi pequeno""",Sí,"""acreditamos que... seja possível extrapolar nossos resultados como valores de referência para a espécie""",Falla fuerte con reconocimiento,Alta
02123_Medicina_Veterinária_2025.pdf,Análise radiográfica quantitativa da silhueta cardíaca de carcarás (Caracara plancus) clinicamente saudáveis de vida livre,2025,Sí,"""estudo retrospectivo com base nos dados registrados nos atendimentos clínicos de animais pelo Centro de Triagem""",Sí,"""Este estudo apresenta algumas limitações. O número de carcarás avaliados radiograficamente foi pequeno""",Sí,"""acreditamos que... seja possível extrapolar nossos resultados como valores de referência para a espécie""",Falla fuerte con reconocimiento,Alta
02124_Medicina_Veterinária_2025.pdf,Assessment of the uterus in bovines with endometritis using Doppler ultrasound,2025,Sí,"""This study was carried out on dairy farms in the State of São Paulo (n=2) and Minas Gerais (n=1)""",No,"""Sin evidencia""",Sí,"""Doppler ultrasound offers a rapid evaluation method for uterine alterations... provides insights into fertility and uterine health""",Falla fuerte clásica,Alta
02129_Medicina_Veterinária_2025.pdf,"Prevalence of anti-Toxoplasma gondii antibodies in quilombola communities of the Pajeú and Mata Meridional Pernambucana microregions, Brazil",2025,Sí,"""The sampling of community residents was based on individual interest, which emerged following discussions""",No,"""Sin evidencia""",Sí,"""Studying the seroprevalence of T. gondii infection in quilombolas provides essential insights into the epidemiology of toxoplasmosis""",Falla fuerte clásica,Alta
02132_O_Mundo_da_Saúde_2025.pdf,"Caracterização da Salicornia patagónica: aspectos nutricionais, sensoriais e microbiológicos",2025,Sí,"""foi realizado um estudo observacional... com uma amostra não probabilística de 20 adultos""",No,"""Sin evidencia""",Sí,"""aumento nos ácidos graxos... podem ser úteis em dietas especiais para personas com doenças oncológicas, cardíacas""",Falla fuerte clásica,Alta
02133_O_Mundo_da_Saúde_2025.pdf,Análise do desempenho funcional em indivíduos recuperados da COVID-19: avaliação por meio do teste de caminhada de seis minutos,2025,Sí,"""A amostra foi obtida por meio da inclusão sequencial de todos os pacientes elegíveis para o estudo""",Sí,"""alguns apontamentos não podem ser negligenciados, tais como: pequeno tamanho amostral""",Sí,"""O TC6’ demonstrou-se útil na avaliação da tolerância ao esforço em indivíduos pós-COVID""",Falla fuerte con reconocimiento,Alta
02134_O_Mundo_da_Saúde_2025.pdf,Prática de atividade física e autoavaliação negativa de saúde em estudantes universitários durante a COVID-19,2025,Sí,"""São consideradas limitações deste estudo a amostra por conveniência""",Sí,"""amostra por conveniência, que pode gerar vieses na representação de resultados da população universitária""",Sí,"""Houve uma relação importante entre a PAFF e a AANS em ambos os sexos durante a pandemia""",Falla fuerte con reconocimiento,Alta
02135_O_Mundo_da_Saúde_2024.pdf,Avaliação da qualidade do sono e sonolência diurna de um grupo de idosos,2024,Sí,"""A amostra foi selecionada por conveniência e foram incluídos idosos""",Sí,"""As limitações... amostra ter sido selecionada por conveniência, o que não permite extrapolar os resultados para outras populações""",Sí,"""na saúde das pessoas idosas, está relacionada a vários efeitos adversos, como a incapacidade funcional""",Falla fuerte con reconocimiento,Alta
01974_Acta_Ortopédica_Brasileira_2025.pdf,"SHOULDER PAIN, ULTRASOUND CHANGES, AND FUNCTIONAL PERFORMANCE IN OBESE PATIENTS",2024,Sí,"""The study sample comprised 54 morbidly obese patients... selected for bariatric surgery""",Sí,"""Our study sample was relatively small""",Sí,"""useful for formulating preventive and therapeutic strategies for this particular subgroup""",Falla fuerte con reconocimiento,Alta
01975_Acta_Ortopédica_Brasileira_2025.pdf,SURGICAL PROCEDURES PROLONG AMBULATION IN PATIENTS WITH DUCHENNE MUSCULAR DYSTROPHY,2025,Sí,"""analyzed for inclusion, thus defining a convenience sample""",Sí,"""The sample size was small, which limits the strength of conclusions""",Sí,"""corroborate the evidence that surgical interventions are beneficial for these patients""",Falla fuerte con reconocimiento,Alta
01978_Acta_Ortopédica_Brasileira_2024.pdf,EPIDEMIOLOGICAL PROFILE OF PATIENTS WITH TIBIA DIAPHYSIS FRACTURE TREATED AT A TERTIARY LEVEL HOSPITAL,2024,Sí,"""patients... who underwent surgical and/or conservative treatment in a tertiary hospital""",No,Sin evidencia,Sí,"""there is a need for intervention in accident prevention policies""",Falla fuerte clásica,Alta
01980_Acta_Ortopédica_Brasileira_2024.pdf,WHAT IS THE EPIDEMIOLOGICAL PROFILE OF ACUTE HAND INFECTIONS AT A HOSPITAL IN SAO PAULO?,2024,Sí,"""patients with acute hand infections, who attended the previously described service""",Sí,"""To obtain more robust conclusions, it would be essential to have a larger sample""",Sí,"""ensure appropriate and effective therapy""",Falla fuerte con reconocimiento,Alta
01981_Acta_Paulista_de_Enfermagem_2026.pdf,Aleitamento na primeira hora de vida e via de parto entre primíparas,2025,Sí,"""primíparas... assistidas em maternidades vinculadas a hospitais universitários""",Sí,"""compromete a generalização dos resultados""",Sí,"""evidências sugerem fortemente a necessidade de apoio e suporte ao aleitamento materno""",Falla fuerte con reconocimiento,Alta
01984_Acta_Paulista_de_Enfermagem_2026.pdf,Gerência do cuidado de enfermagem no contexto pandêmico da COVID-19: estudo qualitativo,2025,Sí,"""A seleção de todos os municípios foi intencional.""",Sí,"""predominância de entrevistados oriundos da zona urbana""",Sí,"""prestação do cuidado na região amazônica mais complexa""",Falla fuerte con reconocimiento,Alta
01991_Arquivos_Brasileiros_de_Cardio_2026.pdf,Explorando as Correlações entre as Manifestações Clínicas e Radiológicas Iniciais na Arterite de Takayasu,2025,Sí,"""estudo de coorte retrospectivo, unicêntrico... de um hospital terciário""",Sí,"""resultados podem não ser generalizáveis para populações mais amplas""",Sí,"""claudicação intermitente dos membros é um importante indicador prognóstico""",Falla fuerte con reconocimiento,Alta
01993_Arquivos_Brasileiros_de_Cardio_2025.pdf,Análise de Sobrevida e Fatores Associados a Mortalidade em Portadores de Insuficiência Cardíaca na Coorte ELSA-Brasil,2025,Sí,"""coorte multicêntrica composta por 15.105 servidores públicos brasileiros""",Sí,"""representa um segmento específico... o que pode dificultar a extrapolação""",No,Sin evidencia,Debilidad importante,Alta
01994_Arquivos_Brasileiros_de_Cardio_2025.pdf,Aplicações Prognósticas dos Escores Clínicos Atuais em Insuficiência Cardíaca com Fração de Ejeção Preservada,2025,Sí,"""participantes foram recrutados em regime ambulatorial... na instituição""",Sí,"""conduzido em centro único, o que pode restringir a generalização""",Sí,"""contribuem para a estratificação de risco na prática clínica""",Falla fuerte con reconocimiento,Alta
01995_Arquivos_Brasileiros_de_Cardio_2025.pdf,O Twitter (X) como Ferramenta de Comunicação e Educação para Cardiologistas Brasileiros,2024,Sí,"""coletados usando a ferramenta FollowerWonk usando as palavras-chave ‘cardiologist’ OR ‘cardiologista’""",Sí,"""pesquisa pode apresentar limitações de cobertura""",Sí,"""cardiologistas brasileiros preferem uma comunicação pessoal e direta nas redes sociais""",Falla fuerte con reconocimiento,Alta
01998_Arquivos_Brasileiros_de_Cardio_2022.pdf,A Curva Volume-Tempo Obtida pela Ecocardiografia Tridimensional na Cardiomiopatia Chagásica,2022,Sí,"""Vinte pacientes com CC e 15 indivíduos saudáveis foram incluídos prospectivamente""",Sí,"""Os valores normais para o QS/volume diastólico final VE basearam-se nos controles, que podem não ser os valores de referência.""",Sí,"""demonstramos que o aumento no volume diastólico final do VE pode ser o principal mecanismo de adaptação""",Falla fuerte con reconocimiento,Alta
02004_Brazilian_Dental_Science_2025.pdf,Has Brazilian Pediatric Dentistry broken the glass ceiling in women’s participation in academic science?,2025,Sí,"""analyzed data from 29 research productivity grant holders listed by Brazil’s National Council (CNPq).""",Sí,"""It included only Brazilian researchers in Pediatric Dentistry who hold CNPq productivity scholarships""",Sí,"""the data suggest that gender disparities may still exist in academic impact and research visibility.""",Falla fuerte con reconocimiento,Alta
02011_Brazilian_Journal_of_Forensic_2025.pdf,Analysis of Whistleblowing in Academia,2024,Sí,"""ninety-six universities were selected based on their Shanghai Ranking position.""",Sí,"""It is impossible to address the topic of preventing unethical issues with a one size fits all model""",Sí,"""large number of individuals within the academic context suffer unethical issues.""",Falla fuerte con reconocimiento,Alta
02017_Brazilian_Journal_of_Forensic_2022.pdf,Assassinos em Série Brasileiros: Análise de Variáveis para Elaboração de Perfil Criminal Nacional,2022,Sí,"""analisou-se dados de 29 serial killers... com o recorte dos casos mais conhecidos""",Sí,"""houve limitações quanto à qualidade das fontes""",Sí,"""Elaboração de Perfil Criminal Nacional""",Falla fuerte con reconocimiento,Alta
02021_Brazilian_Journal_of_Nephrolog_2026.pdf,Analysis of sarcopenia parameters and falls in hemodialysis patients,2026,Sí,"""A non-probabilistic convenience sample was utilized in this study.""",Sí,"""convenience sample from a single center may limit the applicability of our findings""",Sí,"""History of falls was not independently associated with muscle strength or mass in ESRD patients on HD.""",Falla fuerte con reconocimiento,Alta
02022_Brazilian_Journal_of_Nephrolog_2025.pdf,Acute kidney injury in critically ill COVID-19 patients in a tertiary hospital,2025,Sí,"""Prospective single-center cohort of critically ill COVID-19 adult patients""",Sí,"""limitations include the single-center nature... therefore limiting the generalizability of findings.""",Sí,"""Critically ill COVID-19 patients with NC-AKI presented a high frequency of AKI stage 3""",Falla fuerte con reconocimiento,Alta
02024_Brazilian_Journal_of_Nephrolog_2025.pdf,Nephrologists’ perceptions of competencies acquired during medical residency in Nephrology,2025,Sí,"""using a non-probabilistic 'snowball' sampling method.""",Sí,"""This was a convenience sample... which hinders the extrapolation of data to those locations.""",Sí,"""highlights the perception of the nephrologists about the competencies acquired during MR""",Falla fuerte con reconocimiento,Alta
02029_Brazilian_Journal_of_Nephrolog_2025.pdf,Urinary and serum biomarkers of renal injury in coronary artery bypass grafting,2025,Sí,"""enrolled patients who underwent cardiac surgery... at the Walter Cantidio University Hospital""",Sí,"""It was single-centered and had a small sample size, which hindered regression analysis.""",Sí,"""CBP procedure used during CABG was associated with relevant effects on kidney structure""",Falla fuerte con reconocimiento,Alta
02038_Brazilian_Neurosurgery_2022.pdf,Perfil epidemiológico de 96 tumores intracranianos tratados em um único centro de referência,2022,Sí,"""retrospective cohort which included all patients surgically treated... at the neurosurgery service of [HUEM]""",Sí,"""more likely to only represent a strict reality of a hospital in the south of Brazil.""",No,"""The present study aims to categorize the prevalence... at the neurosurgery service of [HUEM]""",Debilidad importante,Alta
02039_Brazilian_Neurosurgery_2022.pdf,Risk Factors for Malfunction of Ventriculoperitoneal Shunts Performed by Medical Residents in Children,2022,Sí,"""retrospective cohort study of a case series of patients attending the Pediatric Neurosurgery Outpatient Clinic""",Sí,"""limitations of our study included the small sample size""",Sí,"""VPSs performed in children by medical residents were at a higher risk of malfunction""",Falla fuerte con reconocimiento,Alta
02041_Cogitare_Enfermagem_2026.pdf,Avaliação da completude do preenchimento da caderneta da gestante,2026,Sí,"""A amostra foi não probabilística, por conveniência""",No,Sin evidencia,Sí,"""necessidade de fortalecer o processo de registro e acompanhamento do pré-natal""",Falla fuerte clásica,Alta
02042_Cogitare_Enfermagem_2025.pdf,Análise do desfecho de pacientes com infarto agudo do miocárdio submetidos à intervenção coronariana percutânea,2025,Sí,"""230 pacientes se enquadraram nos critérios de inclusão e formaram a amostra do estudo""",Sí,"""Como limitações, a pesquisa em bases de dados secundárias restringe os pesquisadores""",Sí,"""evidencia a necessidade de aplicação de novas estratégias para a gestão""",Falla fuerte con reconocimiento,Alta
02046_Cogitare_Enfermagem_2025.pdf,Fatores que condicionam a utilização do acesso vascular intraósseo pelos enfermeiros do serviço de urgência,2025,Sí,"""amostragem não probabilística de conveniência""",Sí,"""utilização de uma amostra de conveniência de um único hospital pode limitar a generalização""",Sí,"""promover a adoção do acesso vascular intraósseo em serviços de emergência""",Falla fuerte con reconocimiento,Alta
02047_Cogitare_Enfermagem_2025.pdf,Intervenções educativas para pessoas com diabetes no contexto pandêmico e pós-pandêmico da COVID-19: quase-experimento,2025,No,"""selecionados por meio da amostragem probabilística aleatória simples""",No,Sin evidencia,Sí,"""intervenções resultaram em melhoria no conhecimento dos participantes""",Sin falla relevante,Alta
02048_Cogitare_Enfermagem_2025.pdf,O processo de afirmação de gênero e os impactos na saúde dos transexuais,2025,Sí,"""O método aplicado para recrutar e entrevistar a população transexual foi o Snowball""",Sí,"""limitação do estudo destaca-se a dificuldade de acesso à população... resultou em uma amostra restrita""",Sí,"""o estudo fornece importantes bases para os profissionais de saúde na elaboração de planos de cuidado""",Falla fuerte con reconocimiento,Alta
02049_Cogitare_Enfermagem_2025.pdf,Sintomas não-psicóticos entre profissionais de enfermagem: estudo transversal no contexto da COVID-19,2025,Sí,"""A amostra foi não probabilística""",Sí,"""dificuldade de generalizar os resultados... cálculo amostral não corresponde similarmente ao número total""",Sí,"""trabalho durante o surto de COVID-19 intensificou o sofrimento mental dos trabalhadores de Enfermagem""",Falla fuerte con reconocimiento,Alta
02053_ColunaColumna_2025.pdf,Impact of age on the cost-effectiveness of facet and sacral epidural blocks,2025,Sí,"""A total of 47 patients with degenerative lumbar spine disease... were included""",Sí,"""As limitations, one can highlight... no selection or separation of groups by age""",Sí,"""demonstrated better cost-effectiveness... while for leg pain, there was no significant difference""",Falla fuerte con reconocimiento,Alta
02055_ColunaColumna_2024.pdf,Modified Three-Dimensional Classification of the Adolescent Idiopathic Scoliosis,2024,Sí,"""four hundred and four medical records... underwent surgical correction... without any specific selection""",No,Sin evidencia,Sí,"""conclui ser uma classificação realmente tridimensional""",Falla fuerte clásica,Alta
02056_ColunaColumna_2023.pdf,Epidemiological study of the prevalence of low back pain in spine surgeons in Brazil,2023,Sí,"""Non-randomized quantitative cross-sectional clinical study in a sample of 95 spine surgeons""",No,Sin evidencia,Sí,"""prevalence of low back pain in spine surgeons is high and is associated with mild inability""",Falla fuerte clásica,Alta
02057_ColunaColumna_2023.pdf,Neurological recovery after surgical treatment in patients with thoracolumbar TRM,2023,Sí,"""Data were collected on patients seen at a large public hospital... victims of SCI""",Sí,"""determining a small sample for the study""",Sí,"""Our study could not demonstrate significant differences between those patients who operated early""",Falla fuerte con reconocimiento,Alta
01762_Informática_y_Sistemas_2026.pdf,Aplicación de Design Thinking en el diseño de un entorno interactivo de Química con Realidad Aumentada,2026,Sí,"""muestreo fue de tipo no probabilístico por conveniencia""",No,Sin evidencia,Sí,"""ofreciendo un modelo replicable y adaptable a otros contextos""",Falla fuerte clásica,Alta
01764_Informática_y_Sistemas_2026.pdf,Transformación Tecnológica del Patrimonio Festivo mediante Realidad Aumentada: el Pase del Niño Rey de Reyes de Riobamba,2026,Sí,"""Se optó por el muestreo intencional""",No,Sin evidencia,Sí,"""contribuyendo al refinamiento de la relevancia pedagógica""",Falla fuerte clásica,Alta
01792_Revista_Científica_UISRAEL_2026.pdf,Crecimiento Creativo en Preescolares Peruanos a través del Modelado con Globos,2026,Sí,"""muestreo intencional""",Sí,"""limitación de contar con pocos participantes... conclusiones pueden no ser completamente confiables o representativas""",Sí,"""respalda la inclusión de actividades... en los programas de educación infantil""",Falla fuerte con reconocimiento,Alta
01794_Revista_Científica_UISRAEL_2026.pdf,Influencia del liderazgo educativo directivo sobre el clima social escolar,2026,Sí,"""muestreo no probabilístico por conveniencia""",No,Sin evidencia,Sí,"""necesario reparar en el fortalecimiento de competencias directivas""",Falla fuerte clásica,Alta
01799_Revista_Científica_UISRAEL_2025.pdf,La influencia de la comprensión lectora en la resolución de problemas matemáticos,2025,Sí,"""muestra fue no probabilística por conveniencia""",No,Sin evidencia,Sí,"""la interpretación lectora influye en la resolución de problemas matemáticos""",Falla fuerte clásica,Alta
01800_Revista_Científica_UISRAEL_2025.pdf,La lectura guiada para el desarrollo de la comprensión lectora en los estudiantes de primaria,2025,No,"""técnica se empleó la encuesta a 40 docentes""",No,Sin evidencia,Sí,"""lectura guiada permite mejorar la comprensión lectora en estudiantes""",Sin falla relevante,Media
01802_Universitas_2026.pdf,Desinformación e inteligencia artificial en el discurso político,2026,Sí,"""cuestionario online... obteniéndose 12 respuestas""",Sí,"""con las limitaciones propias de su carácter exploratorio y de la representatividad de la muestra""",Sí,"""se ha convertido ya en una herramienta de trabajo habitual en parlamentos""",Falla fuerte con reconocimiento,Alta
01848_Puriq_2024.pdf,BURNOUT Y ESTRÉS LABORAL EN DOCENTES DE INSTITUCIONES DE EDUCACIÓN SECUNDARIA,2024,Sí,"""muestreo no probabilístico de tipo censal""",No,Sin evidencia,Sí,"""instituciones privadas pueden ofrecer un entorno laboral más favorable""",Falla fuerte clásica,Alta
01851_Revista_Amazónica_de_Ciencias_2026.pdf,Articulación entre gestión pública y organizaciones sociales en el desarrollo comunitario,2026,No,"""participantes se realizó mediante muestreo probabilístico""",No,Sin evidencia,No,"""resultados no pueden generalizarse a otros escenarios""",Sin falla relevante,Alta
01853_Revista_Amazónica_de_Ciencias_2026.pdf,Efectividad del marketing de contenidos en la percepción y promoción de servicios de salud,2026,No,"""muestreo aleatorio simple""",Sí,"""Si bien los resultados no pueden generalizarse a otros escenarios""",No,"""influye de manera significativa en la percepción de los servicios de salud""",Sin falla relevante,Alta
01854_Revista_Amazónica_de_Ciencias_2026.pdf,Las 4C's del marketing y la preferencia del consumidor del sector de prendas de vestir en Tarapoto,2026,Sí,"""consumidores seleccionados mediante muestreo no probabilístico intencional""",No,Sin evidencia,Sí,"""validando la importancia del modelo como enfoque efectivo para generar preferencias sostenibles""",Falla fuerte clásica,Alta
01855_Revista_Amazónica_de_Ciencias_2026.pdf,Planificación financiera y financiamiento externo: evidencia empírica en microempresas comerciales,2026,No,"""De acuerdo con el muestreo probabilístico se tomó como muestra a 132 comerciantes""",No,Sin evidencia,Sí,"""una adecuada planificación financiera se asocia con mejores condiciones de acceso al financiamiento""",Sin falla relevante,Alta
